county,state,pct_lead,winner,latitude,longitude
elmore,idaho,0.5198,Trump,43.8479,-115.2538
emanuel,georgia,0.3696,Trump,32.6549,-82.1002
emery,utah,0.7091,Trump,39.4033,-110.81
emmet,michigan,0.2917,Trump,45.7424,-84.7735
emmons,north dakota,0.7438,Trump,46.5736,-99.9705
emporia (city),virginia,0.3122,Clinton,36.6857,-77.563
erath,texas,0.6551,Trump,32.3882,-98.1673
erie,pennsylvania,0.0243,Clinton,42.2008,-79.8332
escambia,florida,0.2992,Trump,30.9687,-87.3216
essex,virginia,0.2141,Clinton,38.0789,-77.0485
estill,kentucky,0.5641,Trump,37.6867,-83.9387
etowah,alabama,0.501,Trump,34.071,-86.2096
evans,georgia,0.3537,Trump,32.165,-81.908
fairfax,virginia,0.3622,Clinton,39.0039,-77.3083
fairfax (city),virginia,0.3094,Clinton,38.8604,-77.2649
fairfield,south carolina,0.0045,Clinton,34.4967,-81.3459
fall river,south dakota,0.4743,Trump,43.4223,-103.4766
falls,texas,0.3356,Trump,31.3601,-97.0108
falls church (city),virginia,0.5852,Clinton,38.8856,-77.1802
fannin,texas,0.6406,Trump,33.7979,-96.0449
faribault,minnesota,0.3407,Trump,43.8295,-93.8282
faulkner,arkansas,0.3103,Trump,35.3673,-92.4096
fauquier,virginia,0.2465,Trump,39.0048,-77.9546
fayette,west virginia,0.3059,Clinton,38.1943,-81.2959
fentress,tennessee,0.6746,Trump,36.5781,-85.0384
fergus,montana,0.5243,Trump,47.6408,-109.2364
ferry,washington,0.3096,Trump,48.9753,-118.2208
fillmore,nebraska,0.3766,Trump,40.6404,-97.5873
finney,kansas,0.3236,Trump,37.9931,-100.9893
flagler,florida,0.2059,Trump,29.585,-81.2078
flathead,montana,0.3643,Trump,48.8206,-114.3836
fleming,kentucky,0.5393,Trump,38.428,-83.708
florence,wisconsin,0.2546,Trump,45.9138,-88.6235
floyd,virginia,0.3544,Trump,37.0556,-80.1525
fluvanna,virginia,0.0939,Trump,37.9636,-78.2535
fond du lac,wisconsin,0.2672,Trump,43.8753,-88.2871
ford,kansas,0.4377,Trump,37.8235,-99.737
forest,wisconsin,0.3494,Trump,45.7118,-88.8104
forrest,mississippi,0.1421,Trump,31.3566,-89.3824
forsyth,north carolina,0.1812,Clinton,36.2404,-80.2934
fort bend,texas,0.0663,Clinton,29.7217,-95.8977
fountain,indiana,0.5599,Trump,40.2811,-87.2241
franklin,washington,0.1909,Clinton,46.6779,-118.5337
franklin (city),virginia,0.2711,Clinton,36.6786,-76.9391
frederick,virginia,0.1982,Trump,39.3744,-78.3081
fredericksburg (city),virginia,0.2657,Clinton,38.3032,-77.4605
freeborn,minnesota,0.1738,Trump,43.8235,-93.2671
freestone,texas,0.596,Trump,31.8885,-96.2988
fremont,wyoming,0.4462,Trump,43.5451,-109.6492
fresno,california,0.0204,Clinton,37.3266,-119.0176
frio,texas,0.063,Clinton,29.0595,-99.0204
fulton,pennsylvania,0.1495,Clinton,40.1276,-78.0628
furnas,nebraska,0.6959,Trump,40.3027,-99.8997
gadsden,florida,0.3747,Clinton,30.6834,-84.828
gage,nebraska,0.3454,Trump,40.4976,-96.7166
gaines,texas,0.7182,Trump,32.9317,-102.5781
galax (city),virginia,0.3906,Trump,36.6565,-80.9117
gallatin,montana,0.2758,Clinton,45.8811,-111.5436
gallia,ohio,0.5563,Trump,38.9783,-82.357
galveston,texas,0.2263,Trump,29.5472,-94.4267
garfield,washington,0.3119,Trump,46.4698,-117.5993
garland,arkansas,0.3381,Trump,34.7094,-93.0382
garrard,kentucky,0.5842,Trump,37.7145,-84.6491
garrett,maryland,0.615,Trump,39.6665,-79.4219
garvin,oklahoma,0.6068,Trump,34.8285,-97.2608
gasconade,missouri,0.5576,Trump,38.6703,-91.5592
gaston,north carolina,0.3213,Trump,35.4993,-80.8486
gates,north carolina,0.0901,Trump,36.5179,-76.5979
geary,kansas,0.217,Trump,39.1692,-96.91
geauga,ohio,0.2547,Trump,41.6762,-81.0573
gem,idaho,0.5974,Trump,44.2418,-116.2732
genesee,new york,0.1297,Clinton,43.0897,-78.1704
geneva,alabama,0.7244,Trump,31.1767,-85.8135
gentry,missouri,0.5601,Trump,40.3411,-94.4142
george,mississippi,0.7771,Trump,30.8668,-88.649
georgetown,south carolina,0.1301,Trump,33.5507,-79.0528
gibson,tennessee,0.4464,Trump,36.1906,-89.0229
gila,arizona,0.3236,Trump,34.3435,-111.5353
gilchrist,florida,0.6276,Trump,29.7837,-82.8711
giles,virginia,0.4614,Trump,37.385,-80.8227
gillespie,texas,0.6217,Trump,30.4613,-99.1707
gilmer,west virginia,0.6108,Trump,39.0839,-80.7549
gilpin,colorado,0.0196,Clinton,39.9172,-105.5011
glacier,montana,0.2961,Clinton,48.8788,-113.3681
glades,florida,0.3961,Trump,26.9464,-81.3091
gladwin,michigan,0.3472,Trump,44.0296,-84.4968
glenn,california,0.3013,Trump,39.7386,-122.0085
gloucester,virginia,0.1908,Trump,37.5001,-76.454
glynn,georgia,0.2863,Trump,31.2804,-81.5305
gogebic,michigan,0.1496,Trump,46.4802,-90.0515
goliad,texas,0.443,Trump,28.8358,-97.4442
gonzales,texas,0.4779,Trump,29.6868,-97.2958
goochland,virginia,0.2505,Trump,37.8252,-77.9899
goodhue,minnesota,0.1799,Trump,44.603,-92.7263
gooding,idaho,0.5419,Trump,42.9449,-114.9104
gordon,georgia,0.6363,Trump,34.5833,-84.9068
goshen,wyoming,0.6121,Trump,42.4987,-104.5134
grady,oklahoma,0.4499,Trump,35.3067,-97.9664
grafton,new hampshire,0.1895,Clinton,44.3112,-71.7768
graham,north carolina,0.5198,Trump,35.4231,-83.7795
grainger,tennessee,0.6843,Trump,36.3917,-83.366
grand,utah,0.091,Trump,38.9999,-109.615
grand forks,north dakota,0.1851,Trump,48.1514,-97.6443
grand isle,vermont,0.1607,Clinton,44.9685,-73.281
grand traverse,michigan,0.1253,Trump,44.9559,-85.49
grant,wisconsin,0.3875,Clinton,43.2366,-90.5873
granville,north carolina,0.025,Trump,36.5076,-78.5646
gratiot,michigan,0.2563,Trump,43.4278,-84.5952
graves,kentucky,0.5643,Trump,36.93,-88.6223
gray,texas,0.7547,Trump,35.538,-100.9579
grays harbor,washington,0.0683,Trump,47.4859,-123.9206
grayson,virginia,0.5591,Trump,36.7306,-81.1915
green,wisconsin,0.3344,Clinton,42.8423,-89.3818
green lake,wisconsin,0.3768,Trump,43.9769,-88.949
greenbrier,west virginia,0.4116,Trump,38.0576,-80.7068
greene,virginia,0.0147,Clinton,38.3301,-78.475
greenlee,arizona,0.2467,Trump,33.6512,-109.0685
greensville,virginia,0.1882,Clinton,36.8143,-77.4683
greenup,kentucky,0.4547,Trump,38.7148,-82.9366
greenville,south carolina,0.247,Trump,35.0654,-82.6093
greenwood,south carolina,0.3916,Trump,34.4025,-82.2678
greer,oklahoma,0.6112,Trump,35.0702,-99.5421
gregg,texas,0.4127,Trump,32.5826,-94.7535
gregory,south dakota,0.5782,Trump,43.2351,-99.514
grenada,mississippi,0.1489,Trump,33.7872,-89.8219
grimes,texas,0.5112,Trump,30.7326,-96.0911
grundy,tennessee,0.4341,Trump,35.4652,-85.6942
guadalupe,texas,0.3178,Trump,29.7706,-97.8186
guernsey,ohio,0.4257,Trump,40.1589,-81.549
guilford,north carolina,0.2003,Clinton,36.2552,-79.9705
gulf,florida,0.4953,Trump,30.0933,-85.2048
gunnison,colorado,0.1955,Clinton,38.9468,-107.3781
guthrie,iowa,0.333,Trump,41.8519,-94.5583
gwinnett,georgia,0.0575,Clinton,34.1124,-83.9965
habersham,georgia,0.6635,Trump,34.6766,-83.4358
hale,texas,0.1253,Clinton,34.2789,-101.8941
halifax,virginia,0.0564,Clinton,36.9356,-78.972
hall,texas,0.449,Trump,34.7122,-100.5347
hamblen,tennessee,0.5717,Trump,36.2621,-83.1458
hamilton,texas,0.3213,Clinton,31.9597,-98.0249
hamlin,south dakota,0.5417,Trump,44.7572,-97.3083
hampden,massachusetts,0.1603,Clinton,42.2794,-72.9888
hampshire,west virginia,0.1138,Clinton,39.5029,-78.6272
hampton,south carolina,0.191,Clinton,32.9479,-81.0318
hampton (city),virginia,0.3778,Clinton,37.0831,-76.36
hancock,west virginia,0.0719,Clinton,40.614,-80.6011
hanover,virginia,0.3247,Trump,37.9038,-77.6308
hansford,texas,0.8007,Trump,36.2868,-101.4089
hanson,south dakota,0.5349,Trump,43.7588,-97.8712
haralson,georgia,0.7162,Trump,33.8823,-85.2349
hardee,florida,0.4079,Trump,27.6019,-81.8507
hardeman,texas,0.0799,Trump,34.2955,-99.7494
hardin,texas,0.5316,Trump,30.5185,-94.4458
hardy,west virginia,0.5472,Trump,39.1502,-78.9509
harford,maryland,0.2452,Trump,39.7077,-76.316
harlan,nebraska,0.7212,Trump,40.3103,-99.2898
harnett,north carolina,0.2408,Trump,35.4897,-78.7249
harney,oregon,0.5772,Trump,43.8643,-118.4707
harper,oklahoma,0.6216,Trump,36.8789,-99.9003
harris,texas,0.1857,Clinton,30.2106,-95.5257
harrison,west virginia,0.4722,Trump,39.4351,-80.3534
hart,kentucky,0.4762,Trump,37.3741,-85.896
hartford,connecticut,0.2151,Clinton,42.0219,-72.8409
hartley,texas,0.7995,Trump,35.8856,-102.3969
harvey,kansas,0.2405,Trump,38.136,-97.4495
haskell,texas,0.5946,Trump,33.3749,-99.8473
hawaii,hawaii,0.3663,Clinton,20.238,-155.838
hawkins,tennessee,0.6335,Trump,36.5629,-82.6532
hays,texas,0.0086,Trump,30.2268,-98.1029
haywood,tennessee,0.0821,Clinton,35.61,-89.2624
heard,georgia,0.6245,Trump,33.278,-85.134
hempstead,arkansas,0.2873,Trump,33.923,-93.6266
henderson,texas,0.452,Trump,32.3257,-95.7737
hendricks,indiana,0.3419,Trump,39.8843,-86.5429
hendry,florida,0.1424,Trump,26.7633,-81.4388
hennepin,minnesota,0.3531,Clinton,45.1982,-93.4668
henrico,virginia,0.2096,Clinton,37.6628,-77.534
henry,virginia,0.2269,Clinton,36.7534,-80.0055
herkimer,new york,0.3452,Trump,43.8167,-74.8862
hernando,florida,0.2899,Trump,28.6622,-82.5236
hertford,north carolina,0.3768,Clinton,36.5015,-77.0094
hickman,tennessee,0.5333,Trump,35.9471,-87.2996
hickory,missouri,0.5349,Trump,38.0239,-93.1978
hidalgo,texas,0.2001,Clinton,26.6279,-98.2498
highland,virginia,0.5613,Trump,38.5152,-79.5613
highlands,florida,0.3204,Trump,27.6001,-81.5015
hill,texas,0.4116,Trump,32.1636,-97.146
hillsborough,new hampshire,0.0403,Clinton,43.1207,-71.9028
hillsdale,michigan,0.4676,Trump,42.0603,-84.6594
hinds,mississippi,0.4371,Clinton,32.3953,-90.1544
hocking,ohio,0.3652,Trump,39.5509,-82.5626
hockley,texas,0.6229,Trump,33.8104,-102.5656
hoke,north carolina,0.1083,Clinton,34.989,-79.2228
holmes,ohio,0.0528,Clinton,40.652,-82.1455
holt,nebraska,0.7112,Trump,42.5713,-99.1396
honolulu,hawaii,0.2987,Clinton,21.675,-157.9725
hood,texas,0.6648,Trump,32.5343,-97.6158
hood river,oregon,0.302,Clinton,45.6711,-121.5391
hopewell (city),virginia,0.0933,Clinton,37.2876,-77.295
hopkins,texas,0.5824,Trump,33.3334,-95.374
horry,south carolina,0.3782,Trump,34.2426,-79.1625
hot spring,arkansas,0.4212,Trump,34.604,-92.6259
hot springs,wyoming,0.6071,Trump,43.8042,-108.1805
houghton,michigan,0.1573,Trump,47.2842,-88.3875
houston,texas,0.3532,Trump,31.4972,-95.4447
howard,texas,0.1313,Clinton,32.4125,-101.6517
howell,missouri,0.6321,Trump,36.9958,-91.9405
hubbard,minnesota,0.3359,Trump,47.2368,-94.7772
hudson,new jersey,0.5181,Clinton,40.7939,-74.0258
huerfano,colorado,0.0647,Trump,37.7878,-105.1849
hughes,south dakota,0.4489,Trump,44.5215,-99.7382
humboldt,nevada,0.1255,Clinton,41.9899,-118.6343
humphreys,tennessee,0.0466,Clinton,36.1185,-87.6422
hunt,texas,0.5632,Trump,33.3605,-96.0691
hunterdon,new jersey,0.1384,Trump,40.7162,-74.8152
huntingdon,pennsylvania,0.5069,Trump,40.7414,-78.0775
huntington,indiana,0.5097,Trump,40.96,-85.3526
huron,ohio,0.3797,Trump,41.2684,-82.8577
hutchinson,texas,0.6606,Trump,35.8377,-101.45
hyde,south dakota,0.1403,Trump,44.5326,-99.4543
ida,iowa,0.519,Trump,42.5105,-95.4298
idaho,idaho,0.6379,Trump,46.1349,-116.3982
imperial,california,0.4183,Clinton,34.0922,-117.4612
independence,arkansas,0.5183,Trump,35.8729,-91.754
indian river,florida,0.2449,Trump,27.8359,-80.4931
indiana,pennsylvania,0.3565,Trump,40.9037,-79.1257
ingham,michigan,0.2765,Clinton,42.7635,-84.558
inyo,california,0.1367,Trump,37.5014,-118.4048
ionia,michigan,0.3098,Trump,43.1136,-85.0077
iosco,michigan,0.2997,Trump,44.4465,-83.3619
iowa,wisconsin,0.0408,Clinton,43.1571,-90.2889
iredell,north carolina,0.3682,Trump,36.0369,-80.8967
iron,wisconsin,0.3787,Trump,46.4959,-90.4383
iroquois,illinois,0.5597,Trump,41.0254,-87.8959
irwin,georgia,0.4977,Trump,31.7063,-83.4086
